,Date,month,yield,maturity
4665,2004,1 Mo,0.0206,1
9559,2004,2 Mo,0.0222,2
14453,2004,3 Mo,0.0222,3
19347,2004,4 Mo,0.024,4
24241,2004,6 Mo,0.024,6
29135,2004,1 Yr,0.026000000000000002,12
34029,2004,2 Yr,0.0301,24
38923,2004,3 Yr,0.032799999999999996,36
43817,2004,5 Yr,0.037200000000000004,60
48711,2004,7 Yr,0.0408,84
53605,2004,10 Yr,0.0438,120
58499,2004,20 Yr,0.0504,240
63393,2004,30 Yr,0.0504,360
4664,2004,1 Mo,0.0206,1
9558,2004,2 Mo,0.0222,2
14452,2004,3 Mo,0.0222,3
19346,2004,4 Mo,0.0241,4
24240,2004,6 Mo,0.0241,6
29134,2004,1 Yr,0.0262,12
34028,2004,2 Yr,0.0304,24
38922,2004,3 Yr,0.033,36
43816,2004,5 Yr,0.0375,60
48710,2004,7 Yr,0.040999999999999995,84
53604,2004,10 Yr,0.044000000000000004,120
58498,2004,20 Yr,0.0507,240
63392,2004,30 Yr,0.0507,360
4663,2004,1 Mo,0.0206,1
9557,2004,2 Mo,0.022099999999999998,2
14451,2004,3 Mo,0.022099999999999998,3
19345,2004,4 Mo,0.0239,4
24239,2004,6 Mo,0.0239,6
29133,2004,1 Yr,0.0258,12
34027,2004,2 Yr,0.0294,24
38921,2004,3 Yr,0.0319,36
43815,2004,5 Yr,0.0361,60
48709,2004,7 Yr,0.039599999999999996,84
53603,2004,10 Yr,0.042699999999999995,120
58497,2004,20 Yr,0.0495,240
63391,2004,30 Yr,0.0495,360
4682,2004,1 Mo,0.018500000000000003,1
9576,2004,2 Mo,0.019799999999999998,2
14470,2004,3 Mo,0.019799999999999998,3
19364,2004,4 Mo,0.0219,4
24258,2004,6 Mo,0.0219,6
29152,2004,1 Yr,0.023399999999999997,12
34046,2004,2 Yr,0.0263,24
38940,2004,3 Yr,0.028900000000000002,36
43834,2004,5 Yr,0.0337,60
48728,2004,7 Yr,0.037599999999999995,84
53622,2004,10 Yr,0.040999999999999995,120
58516,2004,20 Yr,0.0482,240
63410,2004,30 Yr,0.0482,360
4681,2004,1 Mo,0.018600000000000002,1
9575,2004,2 Mo,0.0203,2
14469,2004,3 Mo,0.0203,3
19363,2004,4 Mo,0.0227,4
24257,2004,6 Mo,0.0227,6
29151,2004,1 Yr,0.024399999999999998,12
34045,2004,2 Yr,0.027999999999999997,24
38939,2004,3 Yr,0.0304,36
43833,2004,5 Yr,0.0351,60
48727,2004,7 Yr,0.0388,84
53621,2004,10 Yr,0.0421,120
58515,2004,20 Yr,0.0492,240
63409,2004,30 Yr,0.0492,360
4662,2004,1 Mo,0.0209,1
9556,2004,2 Mo,0.0225,2
14450,2004,3 Mo,0.0225,3
19344,2004,4 Mo,0.024399999999999998,4
24238,2004,6 Mo,0.024399999999999998,6
29132,2004,1 Yr,0.026000000000000002,12
34026,2004,2 Yr,0.029300000000000003,24
38920,2004,3 Yr,0.0317,36
43814,2004,5 Yr,0.0359,60
48708,2004,7 Yr,0.0394,84
53602,2004,10 Yr,0.0424,120
58496,2004,20 Yr,0.0492,240
63390,2004,30 Yr,0.0492,360
4661,2004,1 Mo,0.0208,1
9555,2004,2 Mo,0.0225,2
14449,2004,3 Mo,0.0225,3
19343,2004,4 Mo,0.024300000000000002,4
24237,2004,6 Mo,0.024300000000000002,6
29131,2004,1 Yr,0.026000000000000002,12
34025,2004,2 Yr,0.029500000000000002,24
38919,2004,3 Yr,0.0319,36
43813,2004,5 Yr,0.036000000000000004,60
48707,2004,7 Yr,0.0394,84
53601,2004,10 Yr,0.042300000000000004,120
58495,2004,20 Yr,0.049100000000000005,240
63389,2004,30 Yr,0.049100000000000005,360
4660,2004,1 Mo,0.0208,1
9554,2004,2 Mo,0.022400000000000003,2
14448,2004,3 Mo,0.022400000000000003,3
19342,2004,4 Mo,0.0242,4
24236,2004,6 Mo,0.0242,6
29130,2004,1 Yr,0.0259,12
34024,2004,2 Yr,0.0291,24
38918,2004,3 Yr,0.031200000000000002,36
43812,2004,5 Yr,0.0353,60
48706,2004,7 Yr,0.0385,84
53600,2004,10 Yr,0.0414,120
58494,2004,20 Yr,0.048,240
63388,2004,30 Yr,0.048,360
4659,2004,1 Mo,0.0207,1
9553,2004,2 Mo,0.022400000000000003,2
14447,2004,3 Mo,0.022400000000000003,3
19341,2004,4 Mo,0.0242,4
24235,2004,6 Mo,0.0242,6
29129,2004,1 Yr,0.0259,12
34023,2004,2 Yr,0.029300000000000003,24
38917,2004,3 Yr,0.0315,36
43811,2004,5 Yr,0.0354,60
48705,2004,7 Yr,0.0387,84
53599,2004,10 Yr,0.04190000000000001,120
58493,2004,20 Yr,0.0484,240
63387,2004,30 Yr,0.0484,360
4414,2005,1 Mo,0.039900000000000005,1
9308,2005,2 Mo,0.0397,2
14202,2005,3 Mo,0.0397,3
19096,2005,4 Mo,0.0432,4
23990,2005,6 Mo,0.0432,6
28884,2005,1 Yr,0.0436,12
33778,2005,2 Yr,0.044500000000000005,24
38672,2005,3 Yr,0.0444,36
43566,2005,5 Yr,0.044500000000000005,60
48460,2005,7 Yr,0.0447,84
53354,2005,10 Yr,0.0452,120
58248,2005,20 Yr,0.0483,240
63142,2005,30 Yr,0.0483,360
4413,2005,1 Mo,0.04,1
9307,2005,2 Mo,0.039900000000000005,2
14201,2005,3 Mo,0.039900000000000005,3
19095,2005,4 Mo,0.0431,4
23989,2005,6 Mo,0.0431,6
28883,2005,1 Yr,0.0435,12
33777,2005,2 Yr,0.0443,24
38671,2005,3 Yr,0.0443,36
43565,2005,5 Yr,0.044500000000000005,60
48459,2005,7 Yr,0.044800000000000006,84
53353,2005,10 Yr,0.0452,120
58247,2005,20 Yr,0.0481,240
63141,2005,30 Yr,0.0481,360
4432,2005,1 Mo,0.0381,1
9326,2005,2 Mo,0.0394,2
14220,2005,3 Mo,0.0394,3
19114,2005,4 Mo,0.042699999999999995,4
24008,2005,6 Mo,0.042699999999999995,6
28902,2005,1 Yr,0.0433,12
33796,2005,2 Yr,0.0447,24
38690,2005,3 Yr,0.045,36
43584,2005,5 Yr,0.0455,60
48478,2005,7 Yr,0.045899999999999996,84
53372,2005,10 Yr,0.04650000000000001,120
58266,2005,20 Yr,0.049400000000000006,240
63160,2005,30 Yr,0.049400000000000006,360
4431,2005,1 Mo,0.038,1
9325,2005,2 Mo,0.0398,2
14219,2005,3 Mo,0.0398,3
19113,2005,4 Mo,0.042699999999999995,4
24007,2005,6 Mo,0.042699999999999995,6
28901,2005,1 Yr,0.0434,12
33795,2005,2 Yr,0.0447,24
38689,2005,3 Yr,0.045,36
43583,2005,5 Yr,0.045599999999999995,60
48477,2005,7 Yr,0.046,84
53371,2005,10 Yr,0.0466,120
58265,2005,20 Yr,0.0495,240
63159,2005,30 Yr,0.0495,360
4412,2005,1 Mo,0.0401,1
9306,2005,2 Mo,0.0404,2
14200,2005,3 Mo,0.0404,3
19094,2005,4 Mo,0.0435,4
23988,2005,6 Mo,0.0435,6
28882,2005,1 Yr,0.043899999999999995,12
33776,2005,2 Yr,0.0447,24
38670,2005,3 Yr,0.044800000000000006,36
43564,2005,5 Yr,0.045,60
48458,2005,7 Yr,0.0453,84
53352,2005,10 Yr,0.045700000000000005,120
58246,2005,20 Yr,0.048499999999999995,240
63140,2005,30 Yr,0.048499999999999995,360
4411,2005,1 Mo,0.0384,1
9305,2005,2 Mo,0.0404,2
14199,2005,3 Mo,0.0404,3
19093,2005,4 Mo,0.0433,4
23987,2005,6 Mo,0.0433,6
28881,2005,1 Yr,0.0436,12
33775,2005,2 Yr,0.044199999999999996,24
38669,2005,3 Yr,0.0441,36
43563,2005,5 Yr,0.044199999999999996,60
48457,2005,7 Yr,0.0444,84
53351,2005,10 Yr,0.0449,120
58245,2005,20 Yr,0.0479,240
63139,2005,30 Yr,0.0479,360
4410,2005,1 Mo,0.0384,1
9304,2005,2 Mo,0.0403,2
14198,2005,3 Mo,0.0403,3
19092,2005,4 Mo,0.0432,4
23986,2005,6 Mo,0.0432,6
28880,2005,1 Yr,0.0435,12
33774,2005,2 Yr,0.044199999999999996,24
38668,2005,3 Yr,0.044199999999999996,36
43562,2005,5 Yr,0.0443,60
48456,2005,7 Yr,0.0446,84
53350,2005,10 Yr,0.0452,120
58244,2005,20 Yr,0.048,240
63138,2005,30 Yr,0.048,360
4409,2005,1 Mo,0.036699999999999997,1
9303,2005,2 Mo,0.0394,2
14197,2005,3 Mo,0.0394,3
19091,2005,4 Mo,0.042699999999999995,4
23985,2005,6 Mo,0.042699999999999995,6
28879,2005,1 Yr,0.043,12
33773,2005,2 Yr,0.0437,24
38667,2005,3 Yr,0.0436,36
43561,2005,5 Yr,0.0436,60
48455,2005,7 Yr,0.043899999999999995,84
53349,2005,10 Yr,0.0447,120
58243,2005,20 Yr,0.0475,240
63137,2005,30 Yr,0.0475,360
4408,2005,1 Mo,0.0362,1
9302,2005,2 Mo,0.0394,2
14196,2005,3 Mo,0.0394,3
19090,2005,4 Mo,0.042699999999999995,4
23984,2005,6 Mo,0.042699999999999995,6
28878,2005,1 Yr,0.0433,12
33772,2005,2 Yr,0.0443,24
38666,2005,3 Yr,0.0443,36
43560,2005,5 Yr,0.0444,60
48454,2005,7 Yr,0.0447,84
53348,2005,10 Yr,0.0454,120
58242,2005,20 Yr,0.0483,240
63136,2005,30 Yr,0.0483,360
4163,2006,1 Mo,0.0521,1
9057,2006,2 Mo,0.050300000000000004,2
13951,2006,3 Mo,0.050300000000000004,3
18845,2006,4 Mo,0.050499999999999996,4
23739,2006,6 Mo,0.050499999999999996,6
28633,2006,1 Yr,0.0487,12
33527,2006,2 Yr,0.0452,24
38421,2006,3 Yr,0.0443,36
43315,2006,5 Yr,0.043899999999999995,60
48209,2006,7 Yr,0.043899999999999995,84
53103,2006,10 Yr,0.0443,120
57997,2006,20 Yr,0.0464,240
62891,2006,30 Yr,0.0454,360
4183,2006,1 Mo,0.0518,1
9077,2006,2 Mo,0.0507,2
13971,2006,3 Mo,0.0507,3
18865,2006,4 Mo,0.0513,4
23759,2006,6 Mo,0.0513,6
28653,2006,1 Yr,0.049699999999999994,12
33547,2006,2 Yr,0.0467,24
38441,2006,3 Yr,0.046,36
43335,2006,5 Yr,0.0455,60
48229,2006,7 Yr,0.045599999999999995,84
53123,2006,10 Yr,0.046,120
58017,2006,20 Yr,0.048,240
62911,2006,30 Yr,0.0472,360
4182,2006,1 Mo,0.0518,1
9076,2006,2 Mo,0.0509,2
13970,2006,3 Mo,0.0509,3
18864,2006,4 Mo,0.0518,4
23758,2006,6 Mo,0.0518,6
28652,2006,1 Yr,0.0506,12
33546,2006,2 Yr,0.0482,24
38440,2006,3 Yr,0.047400000000000005,36
43334,2006,5 Yr,0.047,60
48228,2006,7 Yr,0.047,84
53122,2006,10 Yr,0.0472,120
58016,2006,20 Yr,0.049,240
62910,2006,30 Yr,0.0481,360
4162,2006,1 Mo,0.0513,1
9056,2006,2 Mo,0.0501,2
13950,2006,3 Mo,0.0501,3
18844,2006,4 Mo,0.0504,4
23738,2006,6 Mo,0.0504,6
28632,2006,1 Yr,0.0487,12
33526,2006,2 Yr,0.0452,24
38420,2006,3 Yr,0.0443,36
43314,2006,5 Yr,0.043899999999999995,60
48208,2006,7 Yr,0.043899999999999995,84
53102,2006,10 Yr,0.0443,120
57996,2006,20 Yr,0.04650000000000001,240
62890,2006,30 Yr,0.0455,360
4161,2006,1 Mo,0.048799999999999996,1
9055,2006,2 Mo,0.0499,2
13949,2006,3 Mo,0.0499,3
18843,2006,4 Mo,0.050300000000000004,4
23737,2006,6 Mo,0.050300000000000004,6
28631,2006,1 Yr,0.048600000000000004,12
33525,2006,2 Yr,0.0452,24
38419,2006,3 Yr,0.0443,36
43313,2006,5 Yr,0.043899999999999995,60
48207,2006,7 Yr,0.044000000000000004,84
53101,2006,10 Yr,0.044500000000000005,120
57995,2006,20 Yr,0.0467,240
62889,2006,30 Yr,0.045700000000000005,360
4160,2006,1 Mo,0.049100000000000005,1
9054,2006,2 Mo,0.0499,2
13948,2006,3 Mo,0.0499,3
18842,2006,4 Mo,0.050499999999999996,4
23736,2006,6 Mo,0.050499999999999996,6
28630,2006,1 Yr,0.049,12
33524,2006,2 Yr,0.045899999999999996,24
38418,2006,3 Yr,0.044800000000000006,36
43312,2006,5 Yr,0.0444,60
48206,2006,7 Yr,0.0444,84
53100,2006,10 Yr,0.044800000000000006,120
57994,2006,20 Yr,0.046900000000000004,240
62888,2006,30 Yr,0.046,360
4159,2006,1 Mo,0.0492,1
9053,2006,2 Mo,0.049800000000000004,2
13947,2006,3 Mo,0.049800000000000004,3
18841,2006,4 Mo,0.050499999999999996,4
23735,2006,6 Mo,0.050499999999999996,6
28629,2006,1 Yr,0.049,12
33523,2006,2 Yr,0.0458,24
38417,2006,3 Yr,0.044800000000000006,36
43311,2006,5 Yr,0.044500000000000005,60
48205,2006,7 Yr,0.044500000000000005,84
53099,2006,10 Yr,0.0449,120
57993,2006,20 Yr,0.047,240
62887,2006,30 Yr,0.046,360
4158,2006,1 Mo,0.0489,1
9052,2006,2 Mo,0.049699999999999994,2
13946,2006,3 Mo,0.049699999999999994,3
18840,2006,4 Mo,0.0508,4
23734,2006,6 Mo,0.0508,6
28628,2006,1 Yr,0.0495,12
33522,2006,2 Yr,0.046799999999999994,24
38416,2006,3 Yr,0.045700000000000005,36
43310,2006,5 Yr,0.0453,60
48204,2006,7 Yr,0.0454,84
53098,2006,10 Yr,0.045599999999999995,120
57992,2006,20 Yr,0.047599999999999996,240
62886,2006,30 Yr,0.0466,360
4178,2006,1 Mo,0.0519,1
9072,2006,2 Mo,0.0509,2
13966,2006,3 Mo,0.0509,3
18860,2006,4 Mo,0.0516,4
23754,2006,6 Mo,0.0516,6
28648,2006,1 Yr,0.050199999999999995,12
33542,2006,2 Yr,0.0475,24
38436,2006,3 Yr,0.0466,36
43330,2006,5 Yr,0.046,60
48224,2006,7 Yr,0.046,84
53118,2006,10 Yr,0.0462,120
58012,2006,20 Yr,0.0482,240
62906,2006,30 Yr,0.0473,360
3932,2007,1 Mo,0.039,1
8826,2007,2 Mo,0.0381,2
13720,2007,3 Mo,0.0381,3
18614,2007,4 Mo,0.0395,4
23508,2007,6 Mo,0.0395,6
28402,2007,1 Yr,0.038900000000000004,12
33296,2007,2 Yr,0.0377,24
38190,2007,3 Yr,0.038,36
43084,2007,5 Yr,0.04019999999999999,60
47978,2007,7 Yr,0.0416,84
52872,2007,10 Yr,0.0436,120
57766,2007,20 Yr,0.046900000000000004,240
62660,2007,30 Yr,0.0464,360
3931,2007,1 Mo,0.0373,1
8825,2007,2 Mo,0.0361,2
13719,2007,3 Mo,0.0361,3
18613,2007,4 Mo,0.0379,4
23507,2007,6 Mo,0.0379,6
28401,2007,1 Yr,0.0374,12
33295,2007,2 Yr,0.0366,24
38189,2007,3 Yr,0.0368,36
43083,2007,5 Yr,0.0393,60
47977,2007,7 Yr,0.0409,84
52871,2007,10 Yr,0.0431,120
57765,2007,20 Yr,0.04650000000000001,240
62659,2007,30 Yr,0.0461,360
3912,2007,1 Mo,0.0355,1
8806,2007,2 Mo,0.030600000000000002,2
13700,2007,3 Mo,0.030600000000000002,3
18594,2007,4 Mo,0.032799999999999996,4
23488,2007,6 Mo,0.032799999999999996,6
28382,2007,1 Yr,0.0315,12
33276,2007,2 Yr,0.028999999999999998,24
38170,2007,3 Yr,0.029300000000000003,36
43064,2007,5 Yr,0.032799999999999996,60
47958,2007,7 Yr,0.0353,84
52852,2007,10 Yr,0.038900000000000004,120
57746,2007,20 Yr,0.0438,240
62640,2007,30 Yr,0.0434,360
3911,2007,1 Mo,0.0316,1
8805,2007,2 Mo,0.030699999999999998,2
13699,2007,3 Mo,0.030699999999999998,3
18593,2007,4 Mo,0.0322,4
23487,2007,6 Mo,0.0322,6
28381,2007,1 Yr,0.0311,12
33275,2007,2 Yr,0.028999999999999998,24
38169,2007,3 Yr,0.0292,36
43063,2007,5 Yr,0.032799999999999996,60
47957,2007,7 Yr,0.0354,84
52851,2007,10 Yr,0.038900000000000004,120
57745,2007,20 Yr,0.0438,240
62639,2007,30 Yr,0.0434,360
3910,2007,1 Mo,0.0315,1
8804,2007,2 Mo,0.030699999999999998,2
13698,2007,3 Mo,0.030699999999999998,3
18592,2007,4 Mo,0.032400000000000005,4
23486,2007,6 Mo,0.032400000000000005,6
28380,2007,1 Yr,0.0313,12
33274,2007,2 Yr,0.028999999999999998,24
38168,2007,3 Yr,0.0291,36
43062,2007,5 Yr,0.032799999999999996,60
47956,2007,7 Yr,0.0355,84
52850,2007,10 Yr,0.0392,120
57744,2007,20 Yr,0.044199999999999996,240
62638,2007,30 Yr,0.043899999999999995,360
3909,2007,1 Mo,0.030899999999999997,1
8803,2007,2 Mo,0.030899999999999997,2
13697,2007,3 Mo,0.030899999999999997,3
18591,2007,4 Mo,0.0329,4
23485,2007,6 Mo,0.0329,6
28379,2007,1 Yr,0.032,12
33273,2007,2 Yr,0.030299999999999997,24
38167,2007,3 Yr,0.030299999999999997,36
43061,2007,5 Yr,0.0339,60
47955,2007,7 Yr,0.0366,84
52849,2007,10 Yr,0.04019999999999999,120
57743,2007,20 Yr,0.0452,240
62637,2007,30 Yr,0.0449,360
3908,2007,1 Mo,0.0304,1
8802,2007,2 Mo,0.031200000000000002,2
13696,2007,3 Mo,0.031200000000000002,3
18590,2007,4 Mo,0.033,4
23484,2007,6 Mo,0.033,6
28378,2007,1 Yr,0.032400000000000005,12
33272,2007,2 Yr,0.031200000000000002,24
38166,2007,3 Yr,0.0315,36
43060,2007,5 Yr,0.0351,60
47954,2007,7 Yr,0.0377,84
52848,2007,10 Yr,0.0412,120
57742,2007,20 Yr,0.0462,240
62636,2007,30 Yr,0.0458,360
3927,2007,1 Mo,0.0356,1
8821,2007,2 Mo,0.0338,2
13715,2007,3 Mo,0.0338,3
18609,2007,4 Mo,0.036699999999999997,4
23503,2007,6 Mo,0.036699999999999997,6
28397,2007,1 Yr,0.0361,12
33291,2007,2 Yr,0.0347,24
38185,2007,3 Yr,0.0346,36
43079,2007,5 Yr,0.0381,60
47973,2007,7 Yr,0.04,84
52867,2007,10 Yr,0.042800000000000005,120
57761,2007,20 Yr,0.047,240
62655,2007,30 Yr,0.0467,360
3926,2007,1 Mo,0.0342,1
8820,2007,2 Mo,0.0327,2
13714,2007,3 Mo,0.0327,3
18608,2007,4 Mo,0.0364,4
23502,2007,6 Mo,0.0364,6
28396,2007,1 Yr,0.035699999999999996,12
33290,2007,2 Yr,0.0342,24
38184,2007,3 Yr,0.0344,36
43078,2007,5 Yr,0.0377,60
47972,2007,7 Yr,0.039599999999999996,84
52866,2007,10 Yr,0.042300000000000004,120
57760,2007,20 Yr,0.0464,240
62654,2007,30 Yr,0.0461,360
3663,2008,1 Mo,0.0009,1
8557,2008,2 Mo,0.0007000000000000001,2
13451,2008,3 Mo,0.0007000000000000001,3
18345,2008,4 Mo,0.0044,4
23239,2008,6 Mo,0.0044,6
28133,2008,1 Yr,0.008100000000000001,12
33027,2008,2 Yr,0.009000000000000001,24
37921,2008,3 Yr,0.0116,36
42815,2008,5 Yr,0.0171,60
47709,2008,7 Yr,0.0213,84
52603,2008,10 Yr,0.027200000000000002,120
57497,2008,20 Yr,0.0351,240
62391,2008,30 Yr,0.0322,360
3662,2008,1 Mo,0.0004,1
8556,2008,2 Mo,0.0006,2
13450,2008,3 Mo,0.0006,3
18344,2008,4 Mo,0.0042,4
23238,2008,6 Mo,0.0042,6
28132,2008,1 Yr,0.0077,12
33026,2008,2 Yr,0.009000000000000001,24
37920,2008,3 Yr,0.011200000000000002,36
42814,2008,5 Yr,0.0165,60
47708,2008,7 Yr,0.0208,84
52602,2008,10 Yr,0.0268,120
57496,2008,20 Yr,0.0347,240
62390,2008,30 Yr,0.0318,360
3661,2008,1 Mo,0.0002,1
8555,2008,2 Mo,0.0002,2
13449,2008,3 Mo,0.0002,3
18343,2008,4 Mo,0.0034999999999999996,4
23237,2008,6 Mo,0.0034999999999999996,6
28131,2008,1 Yr,0.006999999999999999,12
33025,2008,2 Yr,0.0087,24
37919,2008,3 Yr,0.010700000000000001,36
42813,2008,5 Yr,0.016,60
47707,2008,7 Yr,0.0203,84
52601,2008,10 Yr,0.026699999999999998,120
57495,2008,20 Yr,0.0345,240
62389,2008,30 Yr,0.0317,360
3660,2008,1 Mo,0.0001,1
8554,2008,2 Mo,0.0002,2
13448,2008,3 Mo,0.0002,3
18342,2008,4 Mo,0.0026,4
23236,2008,6 Mo,0.0026,6
28130,2008,1 Yr,0.0060999999999999995,12
33024,2008,2 Yr,0.008199999999999999,24
37918,2008,3 Yr,0.0102,36
42812,2008,5 Yr,0.0151,60
47706,2008,7 Yr,0.019299999999999998,84
52600,2008,10 Yr,0.0255,120
57494,2008,20 Yr,0.0335,240
62388,2008,30 Yr,0.030600000000000002,360
3659,2008,1 Mo,0.0002,1
8553,2008,2 Mo,0.0002,2
13447,2008,3 Mo,0.0002,3
18341,2008,4 Mo,0.0023,4
23235,2008,6 Mo,0.0023,6
28129,2008,1 Yr,0.0054,12
33023,2008,2 Yr,0.009300000000000001,24
37917,2008,3 Yr,0.011899999999999999,36
42811,2008,5 Yr,0.0167,60
47705,2008,7 Yr,0.0209,84
52599,2008,10 Yr,0.026699999999999998,120
57493,2008,20 Yr,0.0341,240
62387,2008,30 Yr,0.0311,360
3678,2008,1 Mo,0.0013,1
8572,2008,2 Mo,0.0032,2
13466,2008,3 Mo,0.0032,3
18360,2008,4 Mo,0.0083,4
23254,2008,6 Mo,0.0083,6
28148,2008,1 Yr,0.011699999999999999,12
33042,2008,2 Yr,0.0128,24
37936,2008,3 Yr,0.0163,36
42830,2008,5 Yr,0.0246,60
47724,2008,7 Yr,0.0301,84
52618,2008,10 Yr,0.0375,120
57512,2008,20 Yr,0.0452,240
62406,2008,30 Yr,0.04190000000000001,360
3677,2008,1 Mo,0.0013,1
8571,2008,2 Mo,0.0031,2
13465,2008,3 Mo,0.0031,3
18359,2008,4 Mo,0.0083,4
23253,2008,6 Mo,0.0083,6
28147,2008,1 Yr,0.012,12
33041,2008,2 Yr,0.013300000000000001,24
37935,2008,3 Yr,0.0171,36
42829,2008,5 Yr,0.0256,60
47723,2008,7 Yr,0.0311,84
52617,2008,10 Yr,0.0383,120
57511,2008,20 Yr,0.045700000000000005,240
62405,2008,30 Yr,0.0425,360
3658,2008,1 Mo,0.0001,1
8552,2008,2 Mo,0.0003,2
13446,2008,3 Mo,0.0003,3
18340,2008,4 Mo,0.0028000000000000004,4
23234,2008,6 Mo,0.0028000000000000004,6
28128,2008,1 Yr,0.0053,12
33022,2008,2 Yr,0.0097,24
37916,2008,3 Yr,0.0127,36
42810,2008,5 Yr,0.0176,60
